12 February 2004,Person,AN OLD SOFTY, , , ,That one's hardly any better.
13 February 2004,Thing,A CLEAN SHAVE,C H V A,$25000,Yes,
16 February 2004,People,VIRGOS,C D M I,$25000,No,I've never heard it in the plural before or since. And yet I still got it somehow...
17 February 2004,Thing,HIPBONE,C H M A,$45000,No,Hey at least I had "bone".
18 February 2004,Event,DAYBREAK,K W D O,$30000,No,Actually her letter picks were more like T N S K W R D O. What part of RSTLNE did this poor flustered contestant not get?
19 February 2004,Phrase,MAKING HEADWAY,M G D I, ,No,You know you're in trouble when all four of your letters are up there and you still have a lot of room.
20 February 2004,Things,ROUGH ROADS,M G D A,$25000,Yes,All the winners this week were female.
23 February 2004,Thing,CARGO SHIP,D M H A,$25000,No,I still haven't heard this term in use anywhere else.
24 February 2004,Thing,HONEY,M C P O,Saturn Ion,No,If you've got the money honey I've got the time. Seriously how hard was it to rule out "money" with the M not up there?
25 February 2004,Person,HOCKEY GOALIE,D C H A,$25000,Yes, 
26 February 2004,Phrase,I GOOFED,C B H I,Saturn Ion,No,"I Choked" would have been more apropos. That's what I said for the answer but then the lack of C threw me off.
27 February 2004,Thing,CHEWY CANDY, , , ,I would say that this was a loss.
1 March 2004,Thing,A NIFTY IDEA,H C M O,$45000,No,I've heard all sorts of adjectives to describe ideas but "nifty"?!
2 March 2004,Person,HIKER,P M C? O,$25000,No,Couldn't clearly read the third consonant; network's logo bug got in the way. Whatever it was it wasn't up there.
3 March 2004,Things,HIGHWAYS, , , , 
4 March 2004,Phrase,A GUTSY MOVE, , , , 
5 March 2004,Place,BOROUGH,P M C A,$40000,No,
8 March 2004,Things,FUJI APPLES,C M D A,Winnebago,No,Her favorite kind and a kind I'd never heard of.
9 March 2004,Person,A HEAVY HITTER,C D P A,$30000,No,
10 March 2004,Phrase,RICH IN FLAVOR,H C D O,$25000,Yes,
11 March 2004,Phrase,ALL PAID UP,P K D A,$35000,Yes, 
12 March 2004,On The Menu,CHUNKY SOUP,C H G A,$25000,No,
15 March 2004,Event,A GROUP HUG,D M P A,$25000,No,Get rid of that A!
16 March 2004,Phrase,A SHOW OF HANDS,C M H A,$25000,Yes,That A can stay though.
17 March 2004,Thing,GROCERY BAG,C P Y O,PT Cruiser,Yes, 
18 March 2004,Person,BANJO PLAYER,? ? ? A,$50000,No, 
19 March 2004,Living Thing,JAGUAR,? ? G ?,$25000,Yes, 
22 March 2004,Phrase,A WORK OF GENIUS,C D B A,$25000,No,
23 March 2004,Thing,VEHICLE,H D G A,$40000,No,It would have been quite funny if the prize were a car.
24 March 2004,Things,GUAVAS,G P D A,Buick Rendezvous,Yes,What the heck?!
25 March 2004,Phrase,SHAKE IT OFF,C D G A,$100000,,
26 March 2004,Thing,WIND-UP TOY, ,$40000,Yes, 
29 March 2004,Thing,A GOOD VALUE,A C D M,$50000,No, 
30 March 2004,Event,DAILY WORKOUT,D C B A,$25000,No, 
31 March 2004,Living Thing,VIPER,B C D O,$30000,No, 
1 April 2004,Event,JOB FAIR,H C M U,$25000,No,Evil evil puzzle.
2 April 2004,Event,SQUEAKING BY,P M G I,$25000,No,Apparently that was Tough Puzzle Week.
5 April 2004,Fictional Character,MARY POPPINS, , , ,Oops... stupid me still thought it was Sunday.
6 April 2004,Person,TROPHY MAKER,C B M A,$35000,No,Wouldn't that be an Occupation?
7 April 2004,Phrase,YOU HAVE TO FOCUS, , , ,What did you say? I wasn't paying attention.
8 April 2004,Event,GAME OF CROQUET,F M P O,Corvette,Yes, 
9 April 2004,Things,MYTHS,B H M A,Mazda Miata,Yes,He had me worried for a moment there when he said "moths" and then went silent for a while.
12 April 2004,Title,VOGUE,C D P A,Mini Cooper,No, 
13 April 2004,Phrase,BUYING POWER,G D H A,Mini Cooper,No,
14 April 2004,Thing,HANDBOOK,F P M I,Mini Cooper,No,
15 April 2004,Place,JURY BOX,P D G I,$30000,No,Definite candidate for hardest puzzle ever.
16 April 2004,Thing,A GOOD LAUGH,M F K A,Volkswagen Touareg,No,Oh no not another 0 for 5 week!
19 April 2004,Phrase,COMFY AND COZY,D P Y A,BMW Z4,No,Those Y's threw me into Rhyme Time territory.
20 April 2004,Thing,FIBER,M P G I,BMW Z4,No,
21 April 2004,Thing,BRONZE BUST,? ? B O,$25000,Yes (finally), 
22 April 2004,Phrase,PRY IT OPEN,C M G A?,$25000,No,
23 April 2004,On The Map,GLASGOW,D C B A,$25000,No, 
26 April 2004,Phrase,A FRIENDLY WAGER,C M P A,$25000,No,
27 April 2004,Event,A BAD HAIR DAY,D G P A,$30000,Yes, 
28 April 2004,Phrase,PROOF POSITIVE,F P G O,$25000,No,Eek. Would a V have helped?
29 April 2004,On The Map,BULGARIA,P C D A,Toyota Spyder,Yes, 
30 April 2004,Phrase,STAYING POWER,D P Y O,$25000,Yes,Unlike the earlier Buying Power I have heard of this kind of power.
3 May 2004,Phrase,JOG MY MEMORY,H M C I,$25000,Yes,
4 May 2004,Classic TV,MORK FROM ORK,C M G A,Pair of Mazda RX8s,Yes,
5 May 2004,Phrase,I'M PROUD OF YOU,M D F O,$25000,Yes,
6 May 2004,Around the House,CHAFING DISH,G M D I,Pair of Toyota 4Runners,No,
7 May 2004,Thing,A HAPPY FACE,C D M A,$25000,No,
10 May 2004,Thing,OFFICE GOSSIP,K M C A,$25000,No,Words Randomly Grouped.
11 May 2004,Phrase,A MIGHTY GOOD TIME,M D C A,$30000,No,
12 May 2004,Phrase,I'M WIPED OUT,D G C U,$25000,No,"Is it 'I'd Heat But'?" — Pat
13 May 2004,Living Thing,BABOON,P C F O,Saab convertible,Yes,
14 May 2004,Thing,VOCABULARY,D M H I,$25000,No,I was stuck on that R; I couldn't think of any blend other than RD.
17 May 2004,Living Thing,WILD BOAR,D B M I,Nissan 350Z,Yes,
18 May 2004,Phrase,MY GIFT TO YOU,O P D H,Nissan 350Z,Yes,Wow what a solve... just pulled it out at the last second.
19 May 2004,Thing,DIALOGUE,D C P O,$25000,Yes,Yikes think that's enough vowels?!
20 May 2004,Thing,PAJAMA TOP,D G M O,$40000,No,"Pajama" looks a little weird.
21 May 2004,Thing,A FIRM GRASP,,$40000,No,
24 May 2004,On the Menu,CHOP SUEY,D B C I,Infiniti,No,I think the contestant and I both over-complicated it.
25 May 2004,Living Thing,KODIAK BEAR,H C D A,$25000,No,
26 May 2004,Things,BOX TOPS,? ? P A,$30000,Yes,
27 May 2004,Show Biz,MOVIE PREVIEW,B C H A,$25000,No,
28 May 2004,Thing,FLAKY CRUST,C B F I,$25000,No,
31 May 2004,Around The House,WHISK BROOM,C P D O,$25000,Yes,
1 June 2004,Person,HISTORY BUFF,M Y C A,Ford Mustang,Yes,
2 June 2004,Phrase,IN A FOG,? ? ? I,Chrysler PT Cruiser,No,
3 June 2004,Phrase,BOILING POINT,G D F I,$25000,No,Ouch. He had the right words but just couldn't put them together.
4 June 2004,Phrase,IT'S NO JOKE,P M C O,$45000,Yes,_O_E could've been anything...
6 September 2004,Thing,BOOK JACKET,C D G A,Chevy Trailblazer,No,
7 September 2004,Things,RADIO WAVES,H O D P,$25000,No,Radio waves can't you hear me singing I've got something to say...
8 September 2004,Phrase,GO HOG WILD,F D C O,Chevy Trailblazer,No,I didn't even have "Go" for crying out loud...
9 September 2004,On the Menu,FIREHOUSE CHILI,B C H A,$25000,Yes,
10 September 2004,Thing,GUITAR PICK,B D W A,$25000,Yes,
13 September 2004,Thing,GUESSWORK,C H D I,Volkswagen Jetta,No,She said that she couldn't get "Hipbone" from an earlier show either. She's not alone.
14 September 2004,Phrase,LOOKING SPIFFY,D M B U,$25000,No,Rare to see a U. But her letters switched around describe this puzzle: DUMB.
15 September 2004,Thing,WAX FRUIT,? ? ? A,$25000,No,From what I'm told the A took a long time to light up properly.
16 September 2004,Person,BIG TIPPER,,,No,
17 September 2004,Around the House,COUGH DROPS,P G C O,$25000,Yes,
20 September 2004,Person,MATH WHIZ,B M K O,$25000,Yes,"WHAT?!" " Pat
21 September 2004,Phrase,BY THE WAY,B Y W A,Ford Thunderbird,Yes,If they had the Wild Card back then she could've done a total fill-in.
22 September 2004,Thing,GOLF CAP,G B M A,$45000,Yes,
23 September 2004,Phrase,FEVER PITCH,C G M A,Chevy Blazer,No,
24 September 2004,People,A YOUTH GROUP,C D M A,$25000,No,
27 September 2004,On the Map,BEIJING,W M D O,$30000,No,
28 September 2004,Place,WEIGH STATION,M D H A,$25000,Yes,
29 September 2004,Phrase,PICKING UP THE CHECK,G P F I,$40000,No,
30 September 2004,Around the House,BROWNIE MIX,,Lexus something-or-other,No,
1 October 2004,Thing,PLAID KILT,,,,
4 October 2004,Things,FOGGY DAYS,D C M A,$25000,No,Something we never have in Michigan. And really who says that in the plural?
5 October 2004,Thing,GLACIER,C D P A,$45000,Yes,I was somehow stuck on a B for the first letter.
6 October 2004,Fun & Games,KING ME,D M P O,$25000,Yes,
7 October 2004,Phrase,WALKING A TIGHTROPE,G P C A,Chevy Avalanche,No,
8 October 2004,Person,BODYBUILDER,D C M A,$45000,No,No that's not the longest one-word bonus puzzle. It wasn't even the longest back then...
11 October 2004,Place,A WINDY BLUFF,D C P A,$25000,No,How did I get that?
12 October 2004,Phrase,WISHY-WASHY,M D C I,$25000,Yes,
13 October 2004,Around the House,VIDEO GAMES,M P D O,$25000,Yes,"Vid-(buzz buzz)-eo games". Can't get much closer than that.
14 October 2004,Thing,BATH FAUCET,B C K A?,Saab something-or-other,Yes,
15 October 2004,Phrase,THINK OUTSIDE THE BOX,C D M I,$40000,Yes,Three very long puzzles in three weeks. I've seen shorter Toss-Ups. Not that I'm complaining.
18 October 2004,Living Thing,KING COBRA,P M D A,$25000,No,
19 October 2004,Phrase,LUCKY STIFF,C D P A,$25000,No,Friend of a friend was the champ here.
20 October 2004,Thing,TAX BREAK,M D P O,$25000,No,
21 October 2004,Fun & Games,LEAPFROG,C H M A,Some sort of car,Yes,
22 October 2004,Around the House,COOKIE DOUGH,M D G A,$25000,No,
25 October 2004,Around the House,CARVING KNIFE,D M P I,$100000,,
26 October 2004,Thing,HAYSTACK,C B H A,$25000,Yes,
27 October 2004,Place,EGYPTIAN TOMB,M D P O,$40000,Yes,
28 October 2004,Fictional Character,WIZARD,C M D A,$35000,No,
29 October 2004,Around the House,ALMOND JOY,G C B A,$25000,No,Most misleading category ever.
1 November 2004,On the Map,PROVO UTAH,B C W O,Ford Mustang,Yes,You know they're good when they get it before the timer even starts.
2 November 2004,Phrase,UPSY-DAISY,C D H A,$25000,No,
3 November 2004,Phrase,HIGH VOLTAGE,C D P I,Ford Thunderbird,No,
4 November 2004,Phrase,QUITE A SHOCK,,,,Keeping the same theme as yesterday's puzzle I see.
5 November 2004,On the Menu,WHOPPER,C D P A,$25000,Yes,Yet another reason why it should've been "Food & Drink".
8 November 2004,Phrase,THINK BACK,C M G A,$45000,No,
9 November 2004,Thing,A JAR OF BABY FOOD,C D M O,$25000,No,Sure he could get "a jar of" but not "baby."
10 November 2004,Place,WHARF,B D G A,Ford Explorer,No,Ouch. Evil evil puzzle.
11 November 2004,Place,HOBBY SHOP,C H P A,Ford Explorer,No,
12 November 2004,Phrase,REMAIN CALM,D M B A,Chevrolet SSR,Yes,
15 November 2004,Fictional Character,ROCKY BALBOA,B P D O,$35000,No,Coincidentally "YO ADRIAN" was a Toss-Up the week before.
16 November 2004,Title,THE VIEW,G H C I,$25000,No,
17 November 2004,Song Lyrics,WHEN THE BOUGH BREAKS,H C W I,$25000,No,I was in a totally different song for some reason.
18 November 2004,Thing,VISA CARD,? ? C A,Pair of Ford Escapes,Yes,
19 November 2004,Phrase,IN A JIFFY,C H A M,$25000,No,Wow. I almost never get puzzles with J's in them.
22 November 2004,Thing,JACKKNIFE,C A H M,$25000,No,Case in point.
23 November 2004,Landmark,FENWAY PARK,A D C P,Nissan 350Z,No,Very very rare to see that in the Bonus Round.
24 November 2004,Fun & Games,HOPSCOTCH,H P D O,$25000,Yes,Should've called a C.
25 November 2004,Phrase,UP IN SMOKE,D M C A,$25000,No,
26 November 2004,Phrase,BY AND LARGE,D M P I,Saturn Vue,No,
29 November 2004,Phrase,ON A WHIM,C H M I,Mazda something-or-other,Yes,
30 November 2004,Person,FOLK HERO,C D P I,$35000,No,
1 December 2004,Place,A BUSY THOROUGHFARE,F G K A,$25000,No,
2 December 2004,Event,BASKET WEAVING,C D M A,,No,
3 December 2004,Thing,COLORING BOOK,G D M I,$25000,Yes,
6 December 2004,Phrase,OFF WE GO,B D P A,$40000,No,I don't think I'd have gotten that even with an O. I was thinking "me" and "up.".
7 December 2004,Phrase,WISHFUL THINKING,M G C A,$25000,No,
8 December 2004,Living Thing,CARIBOU,H K W O,$25000,No,Too many vowels.
9 December 2004,Occupation,CHIMNEY SWEEP,C D M I,$25000,Yes,
10 December 2004,Event,BLIZZARD,C H M A,$25000,No,I had a B at the beginning but it just wasn't coming into focus.
13 December 2004,Proper Name,TOBEY MAGUIRE,P D M A,$30000,No,
14 December 2004,Thing,KEEPSAKE,P K M A,$25000,Yes,Almost threw me when that second K didn't light up for a while...
15 December 2004,Phrase,A HAPPY MEDIUM,P M C A,$30000,Yes,
16 December 2004,Phrase,PIPE DOWN,C M P A,$30000,Yes,
17 December 2004,Phrase,HEALTH KICK,C M P O,$30000,No,
20 December 2004,People,THE FOLKS BACK HOME,C H M A,$35000,Yes,
21 December 2004,Thing,YULE LOG,G C M I,Land Rover Freelander,No,I thought for sure this would be a gimme.
22 December 2004,People,CHOIRBOYS,C F P A,Audi TT,No,Never heard the word before or since.
23 December 2004,Thing,FRUITCAKE,C D H I,$25000,No,
24 December 2004,Thing,SKI PARKA,,$25000,No,I got the prize from the 12/20/04 contestant believe it or not.
27 December 2004,Thing,DOOR PRIZE,C D M A,$25000,Yes,
28 December 2004,Thing,GOODIE BAG,C M P A,$25000,No,I don't think that's spelled right.
29 December 2004,On the Map,SHANGHAI,C M P A?,$25000,No,
30 December 2004,Phrase,MAKE A WISH,C H D O,$45000,Yes,
31 December 2004,Thing,HIGH SCHOOL DIPLOMA,M K B A,$25000,Yes,
3 January 2005,Phrase,OUT OF BOUNDS,D G M O,$40000,Yes,
4 January 2005,Phrase,WALK IT OFF,C D M O,$25000,Yes,
5 January 2005,Thing,BLITZ,B F C I,$45000,Yes,Why didn't they just pick Z?
6 January 2005,Thing,GRIDIRON,C M B A,Cadillac CTS,No,I never understood why it's called that. Even the week's theme didn't help me any.
7 January 2005,Thing,MOUTHGUARD,D W C A,$25000,No,
10 January 2005,Phrase,UP UP AND AWAY,C D M A,$25000,Yes,
11 January 2005,Event,VOYAGE,M P D A,$25000,No,
12 January 2005,Phrase,IN FINE FORM,F M C I,$25000,Yes,
13 January 2005,Phrase,OFF-ROAD,M D H I,$25000,No,
14 January 2005,Phrase,THINK BIG,C H P I,$25000,Yes,$25000 all week that's rare.
17 January 2005,Phrase,COOKING WITH GAS,H C P I,$100000,,
18 January 2005,Fun & Games,BINGO CARD,D M A H,Mercedes,,
19 January 2005,Phrase,PRIDE & JOY,C M H O,$25000,,
20 January 2005,Thing,PASSWORD,U M P C,$100000,,
21 January 2005,Thing,HOMESPUN WISDOM,C M D I,$25000,,
24 January 2005,Place,HOCKEY RINK,G C M I,Saab,No,
25 January 2005,Phrase,AW SHUCKS,M C D I,$25000,No,Somebody win already!
26 January 2005,Place,BOX OFFICE,P C D O,$25000,Yes,About time.
27 January 2005,Thing,EXHIBIT A,C D F I,Jeep Wrangler,Yes,That "A" looks odd by itself.
28 January 2005,Title,SEABISCUIT,C H P A,$25000,Yes,
31 January 2005,Place,MILKY WAY GALAXY,Y P D A,$40000,Yes,
1 February 2005,Thing,YEARBOOK PHOTO,C M B A,Pair of Mazda Miatas,No,
2 February 2005,Thing,BIKE RACK,D F H I,$25000,No,
3 February 2005,Around the House,FLIP-FLOPS,C G P O,$100000,,
4 February 2005,Thing,FAX NUMBER,H C D A,Pair of Volvos,No,
7 February 2005,Thing,COURTSHIP,D G H A,$25000,No,Really now how many other words have RTSH in the middle?
8 February 2005,Phrase,BOY-CRAZY,C M P A,Chrysler PT Cruiser,No,Maybe I couldn't figure it out 'cause I'm a boy myself.
9 February 2005,Phrase,HOT & HEAVY,D C M A,$25000,No,
10 February 2005,Person,A REAL HUNK,A G K H,$50000,Yes,$95900 total!
11 February 2005,Title,I GOT YOU BABE,H M D A,$30000,No,
14 February 2005,Proper Name,GEORGE LOPEZ,D M P I,$25000,Yes,I so would've called G P Z O.
15 February 2005,Thing,TUXEDO JACKET,C D M A,$35000,No,
16 February 2005,Person,LUCKY DOG,C M P A,$25000,No,
17 February 2005,Things,CORNY JOKES,C D M A,BMW Z4,Yes,
18 February 2005,Phrase,QUALITY TIME,D M G I,$100000,,
21 February 2005,Thing,JUMBO JET,C D M A,$25000,No,"Bumbo Bet"?!?
22 February 2005,Thing,CABBAGE,C M P A,$25000,No,Another reason that they should have made it "Food & Drink" instead of "On The Menu" from the get-go.
23 February 2005,Around the House,PIGGY BANK,D C M I,$25000,No,As soon as Pat said it was a type of bank I knew it. Arrgh.
24 February 2005,Phrase,HOG HEAVEN,D M P A,$25000,No,From "Piggy Bank" to "Hog Heaven"... I see a pattern here.
25 February 2005,Phrase,IN THE BLACK,H C P O,Audi TT,No,Yet another 0/5 week...
28 February 2005,Around the House,VINEGAR,M D P O,$25000,No,
1 March 2005,Phrase,FOOD FOR THOUGHT,F H G O,$25000,Yes,Hmm I wonder if he knew it when he picked his letters...
2 March 2005,Thing,PROVERB,C G F I,$25000,No,
3 March 2005,On the Map,HALIFAX,M C D A,$25000,No,I just spaced out. I didn't even try to come up with anything.
4 March 2005,Living Thing,GIRAFFE,M C D O,$25000,No,You know you're doing poorly when the same bonus puzzle zings you twice.
7 March 2005,Around the House,GRAVY BOAT,F P D I,$25000,Yes,How in the world...
8 March 2005,Thing,VIOLIN,D M H O,$40000,Yes,
9 March 2005,Phrase,FOGGED IN,D H P I,$25000,No,
10 March 2005,Event,KAYAKING,B M G I,Ford Thunderbird,Yes,
11 March 2005,Phrase,WIDE LOAD,M C D O,$25000,Yes,Finally I get one (barely).
14 March 2005,Thing,COURAGE,C D M O,$40000,Yes,
15 March 2005,Title,JUDGE JUDY,C D G A,$35000,No,
16 March 2005,Things,RUBIES,D C P I,Toyota 4Runner,No,
17 March 2005,Things,TWIGS,P D M O,Volvo,No,
18 March 2005,Phrase,VIM AND VIGOR,? ? ? I,$50000,No,See previous day.
21 March 2005,Thing,HONEYCOMB,M C H A,Land Rover,Yes,"ME WANT HONEYCOMB!!"
22 March 2005,Thing,BLIMP,C P D O,Lexus,No,
23 March 2005,Thing,SUBWAY,M P D A,$25000,Yes,Interesting blooper here; they heard the P as a B and lit it up.
24 March 2005,Person,A TOUGH COOKIE,M C D I,$25000,No,More NCAA stuff.
25 March 2005,Thing,JUICY GOSSIP,P D H I,Lexus,No,NCAA in place of Wheel yet again.
28 March 2005,Event,WIPEOUT,C P M O,$50000,No,Wasn't that a game show hosted by Peter Tomarken?
29 March 2005,On the Menu,MUFFIN,C W M I,$25000,No,Talk about over-complicating a puzzle.
30 March 2005,People,BEACH BUMS,C H M A,Winnebago,Yes,
31 March 2005,On the Map,TAIWAN,,,,I was on the road all day.
1 April 2005,Fun & Games,GO FISH,K H D I,$25000,Yes,
4 April 2005,Around the House,FUSE BOX,C M P A,$100000,,
5 April 2005,Place,LOBBY BAR,B G D O,$25000,Yes,
6 April 2005,Show Biz,THE BEACH BOYS,H D M O,$25000,No,Why wasn't that Proper Name?
7 April 2005,Phrase,TOUCH AND GO,D B H U,$40000,No,I just hate it when they get stuck on the same word like that (tough).
8 April 2005,Thing,WINDBREAKER,D M C O,$40000,No,
11 April 2005,Fun & Games,JUNGLE GYM,M D C I,$25000,Yes,Nice solve.
12 April 2005,Thing,WISHBONE,H B D I,Audi TT,Yes,
13 April 2005,Thing,TAFFY,M C D A,$40000,No,This one stumped me previously.
14 April 2005,Place,PIZZA JOINT,C D G O,Audi TT,No,Obscure slang is obscure.
15 April 2005,Event,BAKE-OFF,H C P A,$25000,Yes,Another one that stumped me but back then it had a redundant A in front.
18 April 2005,Fictional Character,BAZOOKA JOE,P H D A,$25000,No,
19 April 2005,Phrase,FORTY WINKS,H M B O,$25000,Yes,Amy had a clean sweep.
20 April 2005,Thing,AIR GAUGE,,,No,
21 April 2005,Phrase,IN GOOD FAITH,H M D O,Toyota Prius,No,
22 April 2005,On the Map,LUBBOCK,G H P I,$25000,No,
25 April 2005,Around the House,HEINZ KETCHUP,G H P A,Chevy Trailblazer,Yes,Once again a puzzle that'd be Food & Drink now.
26 April 2005,Thing,PRIVACY,C K G A,Chevy Trailblazer,No,
27 April 2005,Event,GIVING BIRTH,A Y P D,Mazda RX8,No,I said "Coming Forth" which is kind of the same thing...
28 April 2005,Phrase,TAKE FIVE,C M P A,$25000,Yes,
29 April 2005,Thing,A BIG FAVOR,C D M O,$25000,No,
2 May 2005,Thing,TUGBOAT,M D P O,$25000,No,
3 May 2005,Living Thing,GRIZZLY CUB,C M P O,$25000,No,
4 May 2005,On the Map,GARY INDIANA,M P C A,$25000,No,
5 May 2005,Around the House,WORKBENCH,F C P U,$45000,Yes,
6 May 2005,Phrase,KID STUFF,C D M A,$25000?,No,Pat barely flashed the envelope; I couldn't see it clearly.
9 May 2005,Event,BOOK FAIR,C M Y A,$30000,No,
10 May 2005,Title,TV GUIDE,D B H A,$40000,No,Once again a contestant gets stuck on the same word.
11 May 2005,Thing,A GOOD OMEN,B D M A,$25000,Yes,
12 May 2005,Phrase,HEAVY-DUTY,H M D A,$25000,No,She honestly thought the first word was only four letters?!
13 May 2005,Event,WILD GOOSE CHASE,H C D O,$25000,Yes,
16 May 2005,Thing,GRAVITY,C M H A,Chrysler Crossfire,No,Amid my gibberish guesses was "Bravity" — talk about a brain fart.
17 May 2005,Things,HIKING BOOTS,G D P I,$25000,No,
18 May 2005,Thing,KEYBOARD,C D M A,$25000,No,
19 May 2005,People,HAWAIIANS,C M P A,$45000,No,Yikes vowel overload... well I guess if she had picked an I instead it'd have been easy.
20 May 2005,Living Thing,DAFFODIL,M P D O,$40000,Yes,
23 May 2005,Fictional Character,HEIDI,M P H A,$35000,No,Should've had "of the Alps" at the end.
24 May 2005,Place,BIKE PATH,D M C A,$25000,No,
25 May 2005,Phrase,KEEPING BUSY,P M C I,$25000,Yes,What can I say? "Busy" isn't in my vocabulary.
26 May 2005,Phrase,A BLAZE OF GLORY,B O P C,$25000,Yes,
27 May 2005,Living Thing,FAWN,,,,
30 May 2005,Proper Name,JEFF BRIDGES,B M D A,$100000,,
31 May 2005,Place,FRAME SHOP,C P F O,$35000,Yes,Almost thought he was gonna blow it.
1 June 2005,Things,CUFF LINKS,G P D O,$25000,No,
2 June 2005,Thing,WAGON,C H K I,$40000,No,They really shouldn't use short puzzles like that.
3 June 2005,Phrase,GONE HAYWIRE,F C H I,Volvo,No,
12 September 2005,Thing,WOOD GLUE,G M C O,Chevy Trailblazer,No,
13 September 2005,Thing,BALL GOWN,C D M O,$30000,No,
14 September 2005,Phrase,YAKETY-YAK,C B M A,Z4 Convertible,No,Yakety-yak don't talk back.
15 September 2005,Things,DIGITS,C M D A,Chevy Trailblazer,No,There isn't too much else that ends in TS.
16 September 2005,Thing,FORKLIFT,D W C A,$40000,No,0 for 5 in the first week.
19 September 2005,Phrase,HALF-BAKED,C H P O,Honda Element,No,
20 September 2005,Thing,IVORY SOAP,K M W O,$35000,No,
21 September 2005,Thing,WEB BROWSER,C M B O,$25000,Yes,
22 September 2005,Thing,BALE OF HAY,H M P A,$25000,Yes,Hillbillies love it in the hay!
23 September 2005,Thing,MUGGY WEATHER,C M P A,Honda Element,No,
26 September 2005,Thing,A GULF,C M D A,$25000,No,What the heck is that A doing there?
27 September 2005,Thing,BRAVERY,B C D A,$25000,No,
28 September 2005,Fun & Games,KICKBOXING,W P G I,Audi TT,Yes,
29 September 2005,Thing,TEXTBOOK,C H P I,Toyota 4Runner,No,Wow. Two in a row with X and K in them.
30 September 2005,Phrase,HUNKY-DORY,D M P I,$25000,No,
3 October 2005,Thing,TAXI FARE,M D I P,$50000,No,
4 October 2005,Phrase,FORGIVE ME,B C M A,Jeep Wrangler,No,
5 October 2005,Phrase,HIGH IN FIBER,M D P O,$25000,No,Wow. Anything could've fit in those blanks.
6 October 2005,Thing,MOVING VAN,D B G A,Jeep Wrangler,No,
7 October 2005,Phrase,WIDE-AWAKE,G M B A,$30000,No,I've never seen that hyphenated before.
10 October 2005,Phrase,MAKE-BELIEVE,B M C A,$40000,Yes,That either.
11 October 2005,Person,BUSYBODY,C M P O,Mini Cooper,No,Second time I've been stumped by that puzzle but last time around it had an A in front.
12 October 2005,Thing,CORKBOARD,D C B O,$30000,Yes,
13 October 2005,Fun & Games,CRAZY EIGHTS,C D M A,BMW X3,No,She thought the C was a G?!
14 October 2005,Thing,GOOD JUDGMENT,C D G A,BMW X3,Yes,
17 October 2005,Person,MOVIE BUFF,H M F I,Chevy Trailblazer,Yes,
18 October 2005,Phrase,THE GLOVES ARE OFF,F C D A,$25000,No,Never heard it before or since.
19 October 2005,Event,JOB-HUNTING,H D G O,$35000,No,
20 October 2005,Living Things,BEGONIAS,C D B O,Land Rover,Yes,
21 October 2005,Living Thing,SKUNK,B P G O,Toyota 4Runner,Yes,
24 October 2005,Phrase,ROOM & BOARD,P G C A,Ford Fusion,No,Oh well. $66350 maingame is still impressive.
25 October 2005,On the Menu,BIG GULP,C D M O,$25000,No,Reason #48 why this should've been Food & Drink all along.
26 October 2005,Thing,FALL FOLIAGE,C M P O,$50000,No,Yes I said it "foilage".
27 October 2005,Thing,PHILOSOPHY,P H G A,Ford Explorer,Yes,"You were pH balanced." — Pat
28 October 2005,Thing,BIKE LOCK,B D G O,Ford Fusion,Yes,I have no idea how I spit that one out.
31 October 2005,Person,UNSUNG HERO,C D A P,$25000,Yes,
1 November 2005,Phrase,FOUL TROUBLE,D C M I,$45000,Yes,Sometimes I can get 'em without having heard of 'em. I still haven't heard this phrase.
2 November 2005,Things,GYM SOCKS,C M P A,Toyota Sequoia,Yes,
3 November 2005,Phrase,HOT HAND,G B D O,$25000,No,See my November 1 comment.
4 November 2005,Things,JUMPING JACKS,D M H O,Toyota Sequoia,No,Attack of the J's!
7 November 2005,Thing,PIZZA OVEN,D H P O,Nissan 350 Z,No,I wonder if I would've gotten that had I not just come back from Little Caesars.
8 November 2005,Living Thing,HALIBUT,M D P A,$25000,No,
9 November 2005,On the Menu,CHOW MEIN,D H B A,$25000,Yes,
10 November 2005,Phrase,FULL-FLAVORED,C D G A,$25000,No,Popeye's new full-flavored green beans — delightfully tasty!
11 November 2005,Things,HUNGER PANGS,C D M I,$25000,No,The only time I ever heard that phrase was in that stupid Pasta Pot ad.
14 November 2005,Event,BIG BASH,H P D I,$100000,,
15 November 2005,Thing,HUMIDITY,M D B O,$25000,No,He was one peg from the big one.
16 November 2005,On the Menu,PEACH DAIQUIRI,C M H A,Chrysler Crossfire,No,
17 November 2005,Phrase,A LAUGH RIOT,C D P A,$25000,No,
18 November 2005,Event,TAKING A WEEK OFF,G D P A,$50000,No,
21 November 2005,Fictional Character,BUZZ LIGHTYEAR,P A M D,$100000,,
22 November 2005,Thing,KEY CHAIN,P M D A,$35000,No,I have never seen that as two words before.
23 November 2005,Thing,GOLDFISH BOWL,A D M P,Scion xB,No,
24 November 2005,Phrase,GROW UP,M P D O,Scion xB,Yes,
25 November 2005,Thing,BIOLOGY,C G A P,Scion xB,No,
28 November 2005,Thing,FOLK TALE,C D H I,$40000,Yes,This one's harder than it looks.
29 November 2005,Phrase,I'M DRAWING A BLANK,D C H O,$25000,No,I wasn't.
30 November 2005,Around the House,MAKEUP BRUSH,H M F O,$30000,No,
